phase294_variant_id,continuation_family_id,continuation_family,selection_rule,primary_pressure_column,secondary_pressure_column,interaction_column,primary_threshold_quantile,secondary_threshold_quantile,interaction_threshold_quantile,spread_state,market_bucket,side_mode,exit_horizon_ticks,selected_event_rows,symbols,trade_dates,uses_top5,uses_levels_2_to_5,l1_only_variant,uses_net_edge_as_live_mask,annualized_denominator,strategy_replay_allowed,paper_or_live_acceptance_allowed,deployable_profitability_claim_allowed
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I35_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H13,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.65,0.55,0.35,NOTWIDE,ALL,PRESSURE_SIGN_CONT,13,38,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I35_NOTWIDE_ALL_ORIG_H5,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.65,0.55,0.35,NOTWIDE,ALL,ORIG,5,38,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I35_NOTWIDE_ALL_ORIG_H8,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.65,0.55,0.35,NOTWIDE,ALL,ORIG,8,38,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I35_NOTWIDE_ALL_ORIG_H13,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.65,0.55,0.35,NOTWIDE,ALL,ORIG,13,38,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I35_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H5,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.65,0.55,0.35,NOTWIDE,NONOPEN,PRESSURE_SIGN_CONT,5,38,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I35_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H8,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.65,0.55,0.35,NOTWIDE,NONOPEN,PRESSURE_SIGN_CONT,8,38,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I35_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H13,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.65,0.55,0.35,NOTWIDE,NONOPEN,PRESSURE_SIGN_CONT,13,38,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I35_NOTWIDE_NONOPEN_ORIG_H5,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.65,0.55,0.35,NOTWIDE,NONOPEN,ORIG,5,38,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I35_NOTWIDE_NONOPEN_ORIG_H8,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.65,0.55,0.35,NOTWIDE,NONOPEN,ORIG,8,38,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I35_NOTWIDE_NONOPEN_ORIG_H13,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.65,0.55,0.35,NOTWIDE,NONOPEN,ORIG,13,38,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H5,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.65,0.55,0.55,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,5,26,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H8,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.65,0.55,0.55,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,8,26,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H13,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.65,0.55,0.55,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,13,26,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_ANYSPREAD_ALL_ORIG_H5,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.65,0.55,0.55,ANYSPREAD,ALL,ORIG,5,26,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_ANYSPREAD_ALL_ORIG_H8,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.65,0.55,0.55,ANYSPREAD,ALL,ORIG,8,26,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_ANYSPREAD_ALL_ORIG_H13,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.65,0.55,0.55,ANYSPREAD,ALL,ORIG,13,26,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H5,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.65,0.55,0.55,ANYSPREAD,NONOPEN,PRESSURE_SIGN_CONT,5,26,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H8,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.65,0.55,0.55,ANYSPREAD,NONOPEN,PRESSURE_SIGN_CONT,8,26,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H13,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.65,0.55,0.55,ANYSPREAD,NONOPEN,PRESSURE_SIGN_CONT,13,26,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_ANYSPREAD_NONOPEN_ORIG_H5,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.65,0.55,0.55,ANYSPREAD,NONOPEN,ORIG,5,26,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_ANYSPREAD_NONOPEN_ORIG_H8,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.65,0.55,0.55,ANYSPREAD,NONOPEN,ORIG,8,26,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_ANYSPREAD_NONOPEN_ORIG_H13,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.65,0.55,0.55,ANYSPREAD,NONOPEN,ORIG,13,26,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H5,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.65,0.55,0.55,NOTWIDE,ALL,PRESSURE_SIGN_CONT,5,26,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.65,0.55,0.55,NOTWIDE,ALL,PRESSURE_SIGN_CONT,8,26,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H13,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.65,0.55,0.55,NOTWIDE,ALL,PRESSURE_SIGN_CONT,13,26,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_NOTWIDE_ALL_ORIG_H5,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.65,0.55,0.55,NOTWIDE,ALL,ORIG,5,26,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_NOTWIDE_ALL_ORIG_H8,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.65,0.55,0.55,NOTWIDE,ALL,ORIG,8,26,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_NOTWIDE_ALL_ORIG_H13,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.65,0.55,0.55,NOTWIDE,ALL,ORIG,13,26,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H5,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.65,0.55,0.55,NOTWIDE,NONOPEN,PRESSURE_SIGN_CONT,5,26,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H8,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.65,0.55,0.55,NOTWIDE,NONOPEN,PRESSURE_SIGN_CONT,8,26,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H13,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.65,0.55,0.55,NOTWIDE,NONOPEN,PRESSURE_SIGN_CONT,13,26,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_NOTWIDE_NONOPEN_ORIG_H5,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.65,0.55,0.55,NOTWIDE,NONOPEN,ORIG,5,26,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_NOTWIDE_NONOPEN_ORIG_H8,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.65,0.55,0.55,NOTWIDE,NONOPEN,ORIG,8,26,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P65_S55_I55_NOTWIDE_NONOPEN_ORIG_H13,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.65,0.55,0.55,NOTWIDE,NONOPEN,ORIG,13,26,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H5,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.35,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,5,402,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H8,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.35,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,8,402,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H13,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.35,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,13,402,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_ANYSPREAD_ALL_ORIG_H5,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.35,ANYSPREAD,ALL,ORIG,5,402,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_ANYSPREAD_ALL_ORIG_H8,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.35,ANYSPREAD,ALL,ORIG,8,402,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_ANYSPREAD_ALL_ORIG_H13,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.35,ANYSPREAD,ALL,ORIG,13,402,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_ANYSPREAD_OPEN_PRESSURE_SIGN_CONT_H5,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.35,ANYSPREAD,OPEN,PRESSURE_SIGN_CONT,5,140,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_ANYSPREAD_OPEN_PRESSURE_SIGN_CONT_H8,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.35,ANYSPREAD,OPEN,PRESSURE_SIGN_CONT,8,140,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_ANYSPREAD_OPEN_PRESSURE_SIGN_CONT_H13,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.35,ANYSPREAD,OPEN,PRESSURE_SIGN_CONT,13,140,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_ANYSPREAD_OPEN_ORIG_H5,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.35,ANYSPREAD,OPEN,ORIG,5,140,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_ANYSPREAD_OPEN_ORIG_H8,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.35,ANYSPREAD,OPEN,ORIG,8,140,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_ANYSPREAD_OPEN_ORIG_H13,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.35,ANYSPREAD,OPEN,ORIG,13,140,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H5,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.35,ANYSPREAD,NONOPEN,PRESSURE_SIGN_CONT,5,262,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H8,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.35,ANYSPREAD,NONOPEN,PRESSURE_SIGN_CONT,8,262,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H13,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.35,ANYSPREAD,NONOPEN,PRESSURE_SIGN_CONT,13,262,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_ANYSPREAD_NONOPEN_ORIG_H5,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.35,ANYSPREAD,NONOPEN,ORIG,5,262,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_ANYSPREAD_NONOPEN_ORIG_H8,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.35,ANYSPREAD,NONOPEN,ORIG,8,262,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_ANYSPREAD_NONOPEN_ORIG_H13,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.35,ANYSPREAD,NONOPEN,ORIG,13,262,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H5,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.35,NOTWIDE,ALL,PRESSURE_SIGN_CONT,5,287,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.35,NOTWIDE,ALL,PRESSURE_SIGN_CONT,8,287,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H13,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.35,NOTWIDE,ALL,PRESSURE_SIGN_CONT,13,287,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_NOTWIDE_ALL_ORIG_H5,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.35,NOTWIDE,ALL,ORIG,5,287,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_NOTWIDE_ALL_ORIG_H8,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.35,NOTWIDE,ALL,ORIG,8,287,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_NOTWIDE_ALL_ORIG_H13,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.35,NOTWIDE,ALL,ORIG,13,287,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_NOTWIDE_OPEN_PRESSURE_SIGN_CONT_H5,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.35,NOTWIDE,OPEN,PRESSURE_SIGN_CONT,5,132,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_NOTWIDE_OPEN_PRESSURE_SIGN_CONT_H8,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.35,NOTWIDE,OPEN,PRESSURE_SIGN_CONT,8,132,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_NOTWIDE_OPEN_PRESSURE_SIGN_CONT_H13,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.35,NOTWIDE,OPEN,PRESSURE_SIGN_CONT,13,132,2,8,1,1,0,0,fixed_initial_capital,0,0,0
