root,trade_date,exchange,symbol,symbol_dir,parquet_files,bytes,first_file,last_file,discovery_status
real_data_sample\l2_multiday_panel,2026-07-09,NSE,GOLDBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=GOLDBEES,893,31244094,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=GOLDBEES\part-062604_855433-000010.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=GOLDBEES\part-100126_253050-028535.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-09,NSE,HCLTECH,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=HCLTECH,892,31085265,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=HCLTECH\part-062604_988832-000011.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=HCLTECH\part-100126_375203-028536.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-09,NSE,HDFCBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=HDFCBANK,892,32271288,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=HDFCBANK\part-062605_125051-000012.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=HDFCBANK\part-100112_998234-028527.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-09,NSE,HINDUNILVR,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=HINDUNILVR,892,31470657,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=HINDUNILVR\part-062605_266987-000013.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=HINDUNILVR\part-100113_138124-028528.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-09,NSE,ICICIBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ICICIBANK,892,32126198,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ICICIBANK\part-062605_407053-000014.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ICICIBANK\part-100126_496570-028537.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-09,NSE,INFY,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=INFY,892,31629099,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=INFY\part-062605_543700-000015.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=INFY\part-100113_270322-028529.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-09,NSE,ITBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ITBEES,894,30876542,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ITBEES\part-062605_682267-000016.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ITBEES\part-100126_622573-028538.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-09,NSE,ITC,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ITC,892,31350471,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ITC\part-062605_817390-000017.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ITC\part-100126_745885-028539.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-09,NSE,JUNIORBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=JUNIORBEES,894,31522415,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=JUNIORBEES\part-062605_956663-000018.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=JUNIORBEES\part-100126_870322-028540.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-09,NSE,KOTAKBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=KOTAKBANK,892,31989996,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=KOTAKBANK\part-062606_134313-000019.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=KOTAKBANK\part-100126_991948-028541.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-09,NSE,LT,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=LT,892,31871986,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=LT\part-062606_274994-000020.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=LT\part-100127_126341-028542.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-09,NSE,M&M,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=M&M,892,31547955,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=M&M\part-062606_408397-000021.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=M&M\part-100127_275178-028543.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-09,NSE,MARUTI,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=MARUTI,892,31365200,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=MARUTI\part-062606_541546-000022.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=MARUTI\part-100127_396080-028544.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-09,NSE,NESTLEIND,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=NESTLEIND,892,30965113,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=NESTLEIND\part-062606_708199-000023.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=NESTLEIND\part-100127_534944-028545.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-09,NSE,NIFTYBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=NIFTYBEES,894,31464910,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=NIFTYBEES\part-062606_871561-000024.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=NIFTYBEES\part-100127_659215-028546.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-09,NSE,ONGC,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ONGC,892,31134590,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ONGC\part-062607_032914-000025.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ONGC\part-100127_783397-028547.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-09,NSE,RELIANCE,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=RELIANCE,893,32081703,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=RELIANCE\part-062607_166803-000026.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=RELIANCE\part-100127_926700-028548.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-09,NSE,SBIN,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=SBIN,893,31749737,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=SBIN\part-062607_297281-000027.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=SBIN\part-100128_058790-028549.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-09,NSE,SUNPHARMA,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=SUNPHARMA,892,31516068,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=SUNPHARMA\part-062607_430516-000028.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=SUNPHARMA\part-100128_181143-028550.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-09,NSE,TCS,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=TCS,892,31735785,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=TCS\part-062607_576207-000029.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=TCS\part-100128_305657-028551.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-09,NSE,TECHM,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=TECHM,893,31017941,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=TECHM\part-062607_717273-000030.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=TECHM\part-100128_428176-028552.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-09,NSE,ULTRACEMCO,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ULTRACEMCO,893,30888286,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ULTRACEMCO\part-062607_847509-000031.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ULTRACEMCO\part-100128_554751-028553.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-09,NSE,WIPRO,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=WIPRO,893,31225283,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=WIPRO\part-062607_986353-000032.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=WIPRO\part-100128_686429-028554.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-13,NSE,ADANIPORTS,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ADANIPORTS,1569,54744007,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ADANIPORTS\part-034501_461115-000006.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ADANIPORTS\part-100140_980924-050206.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-13,NSE,AXISBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=AXISBANK,1569,55030126,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=AXISBANK\part-034501_605662-000007.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=AXISBANK\part-100122_227622-050181.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-13,NSE,BAJAJ-AUTO,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=BAJAJ-AUTO,1569,55531219,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=BAJAJ-AUTO\part-034501_757997-000008.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=BAJAJ-AUTO\part-100122_365351-050182.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-13,NSE,BANKBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=BANKBEES,1569,54858026,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=BANKBEES\part-034515_611482-000036.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=BANKBEES\part-100141_131697-050207.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-13,NSE,BHARTIARTL,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=BHARTIARTL,1569,55190740,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=BHARTIARTL\part-034501_889174-000009.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=BHARTIARTL\part-100141_292382-050208.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-13,NSE,BPCL,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=BPCL,1569,54256472,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=BPCL\part-034502_038569-000010.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=BPCL\part-100122_503645-050183.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-13,NSE,BRITANNIA,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=BRITANNIA,1569,54177058,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=BRITANNIA\part-034502_179937-000011.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=BRITANNIA\part-100122_650311-050184.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-13,NSE,CIPLA,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=CIPLA,1569,54425687,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=CIPLA\part-034502_320381-000012.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=CIPLA\part-100141_444873-050209.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-13,NSE,DRREDDY,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=DRREDDY,1569,54592935,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=DRREDDY\part-034502_452126-000013.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=DRREDDY\part-100122_785508-050185.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-13,NSE,GOLDBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=GOLDBEES,1568,54501651,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=GOLDBEES\part-034516_327126-000042.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=GOLDBEES\part-100122_930799-050186.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-13,NSE,HCLTECH,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=HCLTECH,1569,56185830,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=HCLTECH\part-034502_601925-000014.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=HCLTECH\part-100123_073528-050187.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-13,NSE,HDFCBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=HDFCBANK,1569,56719345,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=HDFCBANK\part-034502_729724-000015.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=HDFCBANK\part-100123_219242-050188.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-13,NSE,HINDUNILVR,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=HINDUNILVR,1569,54585232,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=HINDUNILVR\part-034502_860555-000016.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=HINDUNILVR\part-100123_361642-050189.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-13,NSE,ICICIBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ICICIBANK,1569,55797042,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ICICIBANK\part-034502_988562-000017.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ICICIBANK\part-100123_501495-050190.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-13,NSE,INFY,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=INFY,1569,56702770,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=INFY\part-034503_117898-000018.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=INFY\part-100123_638331-050191.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-13,NSE,ITBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ITBEES,1569,54430478,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ITBEES\part-034517_017153-000048.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ITBEES\part-100123_781513-050192.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-13,NSE,ITC,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ITC,1569,54356124,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ITC\part-034503_268298-000019.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ITC\part-100123_923122-050193.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-13,NSE,JUNIORBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=JUNIORBEES,1568,54832707,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=JUNIORBEES\part-034517_282487-000050.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=JUNIORBEES\part-100124_062827-050194.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-13,NSE,KOTAKBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=KOTAKBANK,1569,54705403,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=KOTAKBANK\part-034503_409193-000020.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=KOTAKBANK\part-100124_217580-050195.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-13,NSE,LT,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=LT,1569,55064314,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=LT\part-034503_545025-000021.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=LT\part-100124_362972-050196.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-13,NSE,M&M,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=M&M,1569,55603819,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=M&M\part-034503_695120-000022.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=M&M\part-100141_602057-050210.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-13,NSE,MARUTI,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=MARUTI,1569,55534811,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=MARUTI\part-034503_823825-000023.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=MARUTI\part-100124_507989-050197.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-13,NSE,NESTLEIND,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=NESTLEIND,1569,54577884,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=NESTLEIND\part-034503_950077-000024.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=NESTLEIND\part-100124_654903-050198.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-13,NSE,NIFTYBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=NIFTYBEES,1568,55113499,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=NIFTYBEES\part-034518_008261-000056.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=NIFTYBEES\part-100124_794529-050199.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-13,NSE,ONGC,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ONGC,1569,54856635,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ONGC\part-034504_083380-000025.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ONGC\part-100124_949284-050200.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-13,NSE,RELIANCE,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=RELIANCE,1569,55637533,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=RELIANCE\part-034504_243903-000026.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=RELIANCE\part-100108_778994-050179.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-13,NSE,SBIN,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=SBIN,1569,55549327,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=SBIN\part-034504_383495-000027.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=SBIN\part-100125_096592-050201.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-13,NSE,SUNPHARMA,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=SUNPHARMA,1569,54762618,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=SUNPHARMA\part-034504_524718-000028.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=SUNPHARMA\part-100125_256362-050202.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-13,NSE,TCS,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=TCS,1569,56845524,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=TCS\part-034504_658177-000029.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=TCS\part-100108_924738-050180.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-13,NSE,TECHM,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=TECHM,1569,55179402,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=TECHM\part-034504_798344-000030.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=TECHM\part-100125_418803-050203.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-13,NSE,ULTRACEMCO,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ULTRACEMCO,1569,54242826,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ULTRACEMCO\part-034504_922769-000031.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ULTRACEMCO\part-100125_566742-050204.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-13,NSE,WIPRO,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=WIPRO,1569,55414740,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=WIPRO\part-034505_052199-000032.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=WIPRO\part-100125_705145-050205.parquet,ok
